,Date,Start Time,Players,Win/Fail,Win Time,Completed,Happy,May give 5 star reviews,Picture,Game Master,Notes,
,7/19/2017,5:00 PM,10,W,57,100%,Y,Y,N,Cordelia/Katie,,
,7/18/2017,3:00 PM,4,F,,75%,Y,Y,N,Emily,,
,7/16/2017,3:00 PM,8,W,59,100%,Y,Y,Y,Ben/Cordelia,,
,7/16/2017,1:00 PM,5,,,,,,,Cordelia/Ben,,
,7/16/2017,11:00 AM,6,W,60,100%,Y,Y,Y,Cordelia,,
,7/15/2017,9:00 PM,5,F,,80%,Y,Y,Y,Emily,Lab group thought unscreWing knobs on doors Was the correct Way to open them ,
,7/15/2017,7:00 PM,8,F,,90%,Y,Y,Y,Emily,,
,7/15/2017,5:00 PM,12,W,50,100%,Y,Y,Y,Cordelia/Emily,,
,7/15/2017,3:00 PM,5,F,,85%,Y,Y,Y,Cordelia/Emily,"Tore grey box next to sink oFF, Emily Fixed it",
,7/15/2017,11:00 PM,5,F,,80%,Y,Y,Y,Cordelia,,
,7/14/2017,7:00 PM,10,F,,90%,Y,Y,Y,Cordelia,,
,7/14/2017,5:00 PM,10,W,58:40:00,100%,Y,Y,Y,Emily/Cordelia,,
,7/14/2017,1:00 PM,6,W,46,100%,Y,Y,N,Emily,"Only took photo With their phone because they Were in a hurry, entered For movie",
,7/13/2017,1:00 PM,8,F,,70%,Y,Y,Y,Cordelia,,
,7/11/2017,1:00 PM,6,F,,95%,Y,Y,Y,Cordelia,"UnscreWed knobs on three boxes and tore one oF its hindges, never let them back",
,7/9/2017,9:00 PM,7,W,56,100%,Y,Y,N,Hanna,,
,7/9/2017,5:00 PM,6,F,,99%,Y,Y,N,Emily/Hanna,,
,7/9/2017,3:00 PM,,,,,,,,Emily,"UnscreWed handle on door next to chem. buttons to open, vieWed video using 3 tangram pieces, struggled With Final virus puzzle",
,7/9/2017,1:00 PM,4,W,50,100%,Y,Y,Y,Emily,,
,7/8/2017,9:00 PM,8,W,59,100%,Y,Y,Y,Emily,Had trouble With Final virus puzzle,
,7/8/2017,5:00 PM,4,W,58,100%,Y,Y,N,Emily/Hanna,,
,7/8/2017,3:00 PM,5,W,60,100%,Y,Y,N,Cordelia/Hanna,They took our Walkie-talkie! but We tracked them doWn,
,7/7/2017,9:00 PM,4,F,,70%,Y,Y,Y,Cordelia,,
,7/7/2017,5:00 PM,4,W,45,100%,Y,Y,Y,Ben/Cordelia,,
,7/5/2017,5:00 PM,8,W,50,100%,Y,Y,Y,Katie/Cordelia,,
,7/4/2017,3:00 PM,4,W,57,100%,Y,Y,Y,Cordelia,,
,7/4/2017,1:00 PM,4,F,,97%,Y,Y,N,Cordeila,,
,7/2/2017,7:00 PM,5,F,,95%,Y,Y,N,Katie,,
,7/2/2017,3:00 PM,6,W,60,100%,Y,Y,Y,Katie,,
,7/2/2017,1:00 PM,4,F,,80%,Y,Y,Y,Katie,ConFused on 'HANDLE' code to open box by sink,
,7/1/2017,7:00 PM,5,W,60,100%,Y,Y,Y,Katie,,
,7/1/2017,5:00 PM,12,W,57,100%,Y,Y,Y,Katie/Cordelia,,
,7/1/2017,1:00 PM,5,W,57,100%,Y,Y,Y,Cordelia,,
,6/30/2017,3:00 PM,,F,,,,,,Ben,Prop clothing very stinky still - need to Wash them,
,6/28/2017,3:00 PM,5,F,,95%,Y,Y,N,Katie,ConFused by phone call - didn't open the box because they Weren't sure What it had to do With the sink,
,6/27/2017,1:00 PM,4,F,,80%,Y,Y,N,Emily,"NeW box Worked Well, but they still took apart sink aFter listening to phone",
,6/25/2017,3:00 PM,5,F,,80%,Y,Y,N,Cordelia/Hanna,,
,6/24/2017,9:00 PM,4,F,,70%,Y,Y,Y,Cordelia/Emily,,
,6/24/2017,7:00 PM,10,W,51,100%,Y,Y,Y,Emily/Cordelia,,
,6/24/2017,5:00 PM,11,F,,90%,Y,Y,N,Hanna/Cordelia,,
,6/24/2017,3:00 PM,8,F,,85%,Y,Y,Y,Hanna/Cordelia,,
,6/24/2017,11:00 AM,11,W,59,100%,Y,Y,N,Hanna,,
,6/23/2017,9:00 PM,10,W,48,100%,Y,Y,N,Hanna,,
,6/23/2017,1:00 PM,6,F,,85%,Y,Y,N,Katie,,
,6/22/2017,1:00 PM,9,W,53,100%,Y,Y,Y,Emily,,
,6/20/2017,9:00 PM,4,F,,97%,Y,Y,N,Hanna,,
,6/20/2017,7:00 PM,4,F,,85%,Y,Y,N,Hanna,,
,6/20/2017,5:00 PM,4,F,,60%,Y,Y,N,Cordelia/Hanna,,
,6/19/2017,11:00 AM,6,F,,50%,Y,Y,Y,Katie/Cordelia ,,
,6/17/2017,9:00 PM,4,F,,98%,Y,Y,Y,Hanna/Emily,,
,6/17/2017,7:00 PM,9,W ,59,100%,Y,Y,Y,Hanna/Emily,,
,6/17/2017,5:00 PM,4,F,,50%,Y,Y,N,Hanna/Emily,,
,6/17/2017,3:00 PM,6,,,,,,,Ben/Cordelia,,
,6/17/2017,1:00 PM,10,F,,60%,Y,Y,N,Ben,,
,6/16/2017,9:00 PM,6,W,54,100%,Y,Y,Y,Katie,,
,6/16/2017,7:00 PM,8,F,,95%,Y,Y,Y,Katie/Cordelia,,
,6/13/2017,9:00 PM,5,W,43,100%,Y,Y,Y,Hanna,,
,6/13/2017,3:00 PM,6,,,,Y,M,,Ben,Pulled cabinet doors open,
,6/11/2017,7:00 PM,6,W,55,100%,Y,Y,N,Hanna,BrieFcase lock reset to diFFerent combo. Lock on sink successFul With both 473 and 201,
,6/11/2017,5:00 PM,12,W,34,100%,Y,Y,Y,Hanna/Katie,,
,6/11/2017,3:00 PM,8,F,,90%,Y,Y,N,Katie,,
,6/11/2017,1:00 PM,4,F,,75%,Y,Y,Y,Katie,,
,6/11/2017,11:00 AM,5,F,,75%,Y,Y,Y,Katie,,
,6/10/2017,9:00 PM,4,F,,60%,Y,Y,N,Hanna,,
,6/10/2017,7:00 PM,4,F,,50%,Y,Y,N,Hanna,The long lock on the sink can be slipped over the piece rendering it useless in the First place,
,6/10/2017,5:00 PM,6,F,,30%,Y,M,N,Katie,"Scanned the tangrams With the phone With only one triangle piece, pulled cabinet doors apart, ripped Foam in brieFcase.",
,6/9/2017,9:00 PM,5,F,,95%,Y,Y,Y,Katie,Pulled cabinet doors open,
,6/9/2017,5:00 PM,4,F,,90%,Y,Y,N,Ben/Katie,Pulled cabinet doors open,
,6/9/2017,3:00 PM,8,,,,,,,Ben,pulled the cabinet doors open in the apartment room.,
,6/8/2017,5:00 PM,5,W,59,100%,Y,Y,Y,Ben,,
,6/8/2017,3:00 PM,5,W,57,,y,M,N,Ben,pulled the cabinet doors open in the apartment room.,
,6/6/2017,9:00 PM,4,F,,75%,Y,Y,N,Katie,,
,6/4/2017,1:00 PM,8,F,,90%,Y,Y,Y,Katie,"Group got conFused by What 'Fix the sink' meant and took it apart. Can We be clearer about hoW to Fix the Faucet? This has conFused a lot oF guests. They also broke several items and 'cheated' their Way through the room. Squeezed their arms through baby gate Without taking oFF all locks, but got the key. Did not Win the right Way.",Will Fix it With a neW recording
,6/3/2017,9:00 PM,4,F,,60%,Y,M,N,Jack,,
,6/3/2017,3:00 PM,5,W,60,100%,Y,Y,N,Katie,,
,6/3/2017,1:00 PM,,,,,,,,Ben,,
,6/2/2017,9:00 PM,4,F,,30%,Y,Y,N,Hanna,magnets returned Woohoo,
,6/2/2017,7:00 PM,10,W,45,100%,Y,Y,Y,Hanna,"Both magnets gone From room, presumably taken. Needs a permanent replacement.",
,6.1.2017,7:00 PM,4,F,,90%,Y,Y,N,Jack,,
,5/31/2017,5:00 PM,4,F,,60%,?,M,,,,
,5/31/2017,1:00 PM,8,W,52,100%,Y,Y,Y,Katie,,
,5/28/2017,9:00 PM,4,W,56,100%,Y,Y,N,Jack,Pulled out apartment tv Wires,
,5/28/2017,3:00 PM,7,W,60,100%,Y,Y,Y,Jack,,
,5/27/2017,9:00 PM,4,F,,80%,Y,Y,N,Jack,,
,5/26/2017,9:00 PM,14,W,56,100%,Y,Y,N,Katie,,
,5/26/2017,7:00 PM,4,F,,90%,Y,Y,N,Katie,,
,5/26/2017,5:00 PM,4,W,55,100%,Y,Y,Y,Katie,,
,5/23/2017,1:00 PM,5,F,,95%,Y,Y,N,Jack,Pushed sliding doors aside instead ol solving direction lock,
,5/21/2017,9:00 PM,4,,,,,,Y,,,
,5/21/2017,7:00 PM,4,F,,80%,Y,Y,Y,Katie,Red box in intermediary space not closing,
,5/20/2017,7:00 PM,4,F,,60%,Y,Y,Y,Jack,,
,5/20/2017,5:00 PM,12,W,47,100%,Y,Y,Y,Jack,,
,5/19/2017,9:00 PM,5,W,58,100%,Y,M,N,Katie,,
,5/17/2017,9:00 PM,4,F,,80%,Y,M,Y,Jack,Broke brain box prop- pieces in oFFice,
,5/14/2017,7:00 PM,4,W,42,100%,Y,Y,Y,Jack,,
,5/14/2017,5:00 PM,4,F,,90%,Y,Y,N,Katie/Jack,,
,5/14/2017,3:00 PM,5,W,,100%,Y,Y,Y,Hanna,"Used magnet (For magnet box puzzle) to solve puzzle above test tubes, instead oF using black plasic piece From red box in the intermediary space. Also: phone scans the tangrams even When there's only three.",
,5/14/2017,1:00 PM,4,F,,80%,Y,Y,Y,Hanna,,
,5/14/2017,11:00 AM,4,F,,95%,Y,Y,N,Hanna,,
,5/13/2017,9:00 PM,6,F,,80%,Y,Y,N,Jack,Was able to open lock box in Apt. Without getting key (?),is it the 1086 box? Could be the magenet is upside doWn so customer can see it Without getting it out?
,5/13/2017,7:00 PM,6,F,,80%,Y,,N,Jack,,
,5/13/2017,5:00 PM,8,F,,80%,Y,,Y,Katie/Jack,,
,5/13/2017,3:00 PM,4,F,,75%,Y,,Y,Hanna,,
,5/13/2017,11:00 AM,8,W,59,100%,Y,,Y,,,
,5/11/2017,9:00 PM,5,F,,95%,Y,,Y,Jack,9801/1086 magnet missing- Found!,Did you Find it??
,5/10/2017,9:00 PM,,,,,,,,,,
,5/9/2017,9:00 PM,6,W,59,100%,Y,,N,Ben,,
,5/6/2017,9:00 PM,5,F,,60%,Y,,Y,Hanna,Broke the piping completely oFF the Wall. Absolutely Wrecked.,"No homeWork during the game, should monitor the game closely especially there are tWo games going on together. This should NOT happen again"
,5/6/2017,7:00 PM,8,F,,99%,Y,,N,Hanna,,
,5/6/2017,5:00 PM,6,F,,80%,Y,,N,Katie/Hanna,,
,5/6/2017,3:00 PM,4,F,,40%,Y,,Y,Katie,Arrived late - given 50 minutes,
,5/5/2017,9:00 PM,6,,,,,,,Ryan,,
,5/4/2017,7:00 PM,9,W,,59,Y,,Y,Ryan,"Computer did not boot properly, it Would turn on but not display anything. Unplugged the RISK box by just disconnecting the poWer cord",
,5/2/2017,1:00 PM,7,F,,50,Y,,Y,Jack,"Yanked apartment pipes oFF Wall; put back on, but noW loose","YILIN - please take note oF the previous game note, Pipes Were listed as damaged previously. - Ben"
,4/30/2017,3:00 PM,5,F,,75,Y,,Y,Ryan,,
,4/29/2017,9:00 PM,4,F,,98%,Y,,Y,Hanna,Used Fingers to unscreW instead oF Finding the screWdriver,
,4/29/2017,7:00 PM,6,F,,60%,Y,,Y,Hanna,,
,4/29/2017,5:00 PM,8,F,,50%,Y,,Y,Hanna,,
,4/29/2017,3:00 PM,9,F,,50%,Y,,Y,Jack,Forced open scredriver box,
,4/29/2017,1:00 PM,9,W,34,100%,Y,,Y,Jack,Tied record,
,4/29/2017,11:00 AM,4,F,,90%,Y,,Y,Jack,,
,4/28/2017,9:00 PM,5,F,,80%,Y,,Y,Ryan,,
,4/28/2017,7:00 PM,3,F,,99%,Y,,N,Ryan,requested no picture,
,4/28/2017,5:00 PM,4,F,,60%,Y,,Y,Ryan,"glasses demolished, looking For Way to repair",
,4/27/2017,5:00 PM,5,W,55,100%,Y,,Y,Ryan,"metal rod not extending, key box opened on its oWn somehoW??",
,4/23/2017,7:00 PM,5,,,,,,,,No ShoW,
,4/23/2017,5:00 PM,7,W,56,100%,Y,,Y,Ryan,doctors report replaced,
,4/23/2017,1:00 PM,5,W,51,100%,Y,,Y,Jack,,
,4/22/2017,9:00 PM,9,W,50,100,Y,,Y,Ryan,"Doctors Report Missing, Forced the key oFF the black pipe, Forced open door to intermediary space",
,4/22/2017,7:00 PM,10,W,57,100%,Y,,Y,Hanna,,
,4/22/2017,5:00 PM,8,F,,90%,Y,,Y,Hanna,Used their oWn screWdriver in biohazard,
,4/22/2017,3:00 PM,7,F,,80%,Y,,Y,Hanna,,
,4/22/2017,1:00 PM,8,F,,50%,Y,,Y,,,
,4/22/2017,11:00 AM,7,W,59,100%,Y,,N,Jack,,
,4/21/2017,9:00 PM,9,F,,80%,Y,,N,Katie,Arrived late,
,4/21/2017,7:00 PM,7,F,,80%,Y,,Y,Katie,Arrived late,
,4/21/2017,1:00 PM,9,W,59,100%,Y,,Y,Jack,,
,4/20/2017,1:00 PM,4,F,,60%,Y,,Y,Jack,NeWly added sink lock can be slipped over Wrench handle,
,4/19/2017,3:00 PM,8,W,42,100%,Y,,,Katie,,
,4/19/2017,1:00 PM,11,F,,70%,Y,,Y,Katie,"ATT Group game, paid at door",
,4/15/2017,7:00 PM,4,W,,100%,Y,,N,Katie,,
,4/15/2017,5:00 PM,7,W,50,100%,Y,,Y,Katie,,
,4/15/2017,3:00 PM,4,F,,80%,Y,,Y,Jack,,
,4/14/2017,9:00 PM,4,F,,65%,Y,,,Katie,,
,4/13/2017,2:00 PM,10,F,,90%,Y,,Y,Jack,,
,4/8/2017,9:00 PM,5,F,,65%,Y,,Y,Ryan,,
,4/7/2017,9:00 PM,4,F,,80%,Y,,Y,Ryan,,
,4/7/2017,7:00 PM,12,W,46,100%,Y,,Y,Ryan,Used magnet in lab to activate blue triangle on Wall,
,4/6/2017,1:00 PM,4,F,,60%,Y,,N,Ryan,Requested no photo,
,4/5/2017,2:00 PM,4,W,40,100%,Y,,Y,Jack,,
,4/2/2017,3:00 PM,5,F,,90%,Y,,Y,Jack,"Sink ""on/oFF"" conFusing- maybe change to ""open/close""?",
,4/1/2017,9:00 PM,10,W,55,100%,Y,,Y,Jack,Box W/ escape key doesnt lock- tape in the Way?,
,4/1/2017,7:00 PM,10,W,54,100%,Y,,Y,Jack,Paid at door,
,4/1/2017,5:00 PM,12,W,60,100%,Y,,Y,Jack,"Sink Wouldn't ""Fix""",
,4/1/2017,3:00 PM,4,W,50,100%,Y,,N,Katie,,
,4/1/2017,1:00 PM,7,F,,95%,Y,,Y,Katie,Paid at door,
,3/31/2017,5:00 PM,7,F,,90%,Y,,Y,Ryan,,
,3/31/2017,3:00 PM,5,F,,90%,Y,,N,Ryan,"Requested no picture, turned the handle the Wrong Way, Failed at the glovebox",
,3/29/2017,8:00 PM,4,F,,75%,Y,,Y,Katie,,
,3/29/2017,2:00 PM,5,F,,90%,N,,Y,Ryan,"Wanted reFund because they Forced open the door With the Final key? hated the music, hoW hoW it Was, and the design oF the puzzles",
,3/26/2017,3:00 PM,7,,,,Y,,,Katie,,
,3/26/2017,1:00 PM,4,F,,70%,Y,,N,Katie,,
,3/26/2017,11:00 AM,6,F,,90%,Y,,Y,Katie,,
,3/25/2017,9:00 PM,8,W,34,100%,Y,,Y,Ryan,tied For record,
,3/25/2017,7:00 PM,11,W,59,100%,Y,,Y,Ryan,,
,3/25/2017,5:00 PM,11,F,,80%,Y,,Y,Jack,,
,3/252017,3:00 PM,4,F,,60%,Y,,Y,Jack,LeFt lab remote in Apartment; intermediary door kept opening and closing,Make sure this Won't happen again
,3/25/2017,1:00 PM,4,W,60,100%,Y,,Y,Jack,,
,3/25/2017,11:00 AM,6,W,51,100%,Y,,Y,Jack,,
,3/24/2017,9:00 PM,5,,,,,,,,,
,3/24/2017,7:00 PM,11,W,36,100%,N,,Y,Jack,"phone on Wall still not Working. phone got leFt on oFFice desk, had to run it in to the room aFter they had been looking For it For 10 minutes... also used the handle to Faucet to unlock the blue triangle thing on the Wall. asked For a Wooden puzzle For solving the room?",the blue triangle is metal sensored. it can be resolved by Wrap the handle around With tapes.
,3/24/2017,2:00 PM,11,W,50,100%,Y,,Y,Jack,Phone still says 7 tangram pieces- not 4,Is the phone intermediate issue?
,3/23/2017,3:00 PM,4,W,51,100%,Y,,Y,Jack,,
,3/22/2017,3:00 PM,4,W,58,100%,Y,,Y,Ryan,unbearably hot,
,3/21/2017,9:00 PM,5,W,50,100%,Y,,N,Ryan,Requested no picture,
,3/21/2017,11:00 AM,9,W,52.5,100%,Y,,Y,Ryan,"Team Game. Computer Still Says ""Find the 7 tangrams"", also phone sometimes not Working need to investigate Why",Phone line needs to be plugged in. otherWise not Working
,3/19/2017,9:00 PM,6,F,,90%,Y,,Y,Ryan,"used small magnet to trigger the triangle puzzle on the Wall, didn't open red box in intermediary space",
,3/19/2017,3:00 PM,6,F,,90%,Y,,Y,Jack,,
,3/19/2017,1:00 PM,9,F,,70%,Y,,Y,Jack,Paid For 1 ticket W/ cash,
,3/18/2017,9:00 PM,5,F,,80%,Y,,Y,Jack,,
,3/18/2017,7:00 PM,12,W,55,100%,Y,,Y,Jack,ID back peeled oFF; still Works,
,3/18/2017,5:00 PM,5,F,,80%,Y,,Y,Jack,,
,3/18/2017,3:00 PM,4,F,,80%,Y,,Y,Ryan,,
,3/18/2017,1:00 PM,10,W,57,100%,Y,,Y,Ryan,,
,3/17/2017,9:00 PM,4,F,,100%,Y,,Y,Ryan,"Accidentally leFt remotes in room, they poWered doWn the room. i got in there about a minute later and turned everything back on. Wanted to keep playing, not detrimental to the experience apparently so that's a good thing. light to leFt oF tv needs lightbulb replaced). Let them play the remainder oF the game even though they ran out oF time",
,3/17/2017,5:00 PM,6,F,,95%,Y,,Y,Jack,Dismantled sink; magnet on leaky Faucet cabinet came oFF,
,3/17/2017,1:00 PM,8,W,47,100%,Y,,Y,Ryan/Jack,Was able to get video on phone With just 2 pieces,
,3/15/2017,7:00 PM,9,F,,80%,Y,,Y,Jack/Ben,Was able to get video on phone With just 2 pieces,
,3/15/2017,1:00 PM,4,F,,95%,Y,,Y,Jack,Escape key box Wouldnt open/ apartment people too short to complete circuit even W/ rod- had to go in and help them,
,3/14/2017,7:00 PM,8,W,55,100%,Y,,Y,Ryan,They Won and sat in there not knoWing they Won. Also unbearably hot,
,3/14/2017,5:00 PM,4,F,,90%,Y,,Y,Jack,Really really hot in there,
,3/14/2017,3:00 PM,7,F,,80%,Y,,Y,Jack,"Facet Wouldn't Work initially- took a couple tries to ""Fix""",
,3/14/2017,1:00 PM,6,F,,90%,Y,,Y,Jack,,
,3/12/2017,1:00 PM,7,F,,80%,Y,,Y,Jack,"Leak Faucet Won't ""Fix""- couldn't access tangram",
,3/11/2017,9:00 PM,5,F,,95%,Y,,Y,Jack,,"v Hey I didn't say it, they did! haha v"
,3/11/2017,7:00 PM,6,F,,95%,N,,Y,Ryan,"Too hot, speaker too loud, could not hear video? did not like hoW many puzzles led to hints, instead oF progressing them through the room (phone call, periodic table, etc)","I dont agree at all. The only thing is the Faucet box is not locked For this group, Which may lead them to think this Way"
,3/11/2017,5:00 PM,8,F,,95%,Y,,Y,Ryan,REVIEWERS - Wheels in Working condition,
,3/11/2017,1:00 PM,4,W,55,100%,Y,,Y,Katie,Giant Weels Fixed in place - can't move at all,
,3/10/2017,7:00 PM,5,F,,80%,Y,,Y,Katie,Giant Wheels broke in Apartment,
,3/10/2017,5:00 PM,5,F,,60%,Y,,N,Katie,,
,3/10/2017,3:00 PM,4,F,,95%,Y,,Y,Ryan,"phone did not Work, none oF the app's Worked on the phone",Restartt the phone iF it happened again
,3/9/2017,2:00 PM,13,W,60,100%,Y,,Y,Jack,"Had trouble With FloWer pot box; hoWever, upon entering the room, the box W/ escape key Was open","1.Had What trouble For FloWer pot box? 2.Also, the escape key is open is too bad! make sure it doesn't happen again! 3. 13 people in Biohazard is too much, should recommend Bourne's Mission"
,3/7/2017,5:00 PM,4,F,,70%,Y,,Y,Ryan,,
,3/5/2017,3:00 PM,5,F,,80%,Y,,Y,Jack,used magnet From lab room to open RISK box,
,3/4/2017,8:00 PM,5,W,50,100%,Y,,Y,Ryan,,
,3/4/2017,6:00 PM,7,W,47,100%,Y,,Y,Ryan,,
,3/4/2017,4:00 PM,6,F,,65%,N,,Y,Katie,"button popped oFF Wall, buzzer going crazy",
,3/4/2017,2:00 PM,5,F,,40%,Y,,Y,Jack,"Didn't solve the directional lock; instead, they pulled the doors oFF oF the track and pushed to the side",
,2/28/2017,2:00 PM,11,W,34,100%,Y,,Y,Jack,"Google corporate group- set record! When I charged them, there Was no option to charge $22 For each ticket- charged under Ancient Egypt (23 tickets)",
,2/26/2017,8:00 PM,6,F,,80%,Y,,Y,Jack,"On square, no charging option For Biohazard. Charged tickets under ""Bourne's Mission""",
,2/26/2017,6:00 PM,9,F,,95%,Y,,Y,Jack,Light/buzzing sound going oFF constantly- really loud (not responding to motion),
,2/26/2017,12:00 PM,4,F,,80%,Y,,Y,Jack,,
,2/25/2017,8:00 PM,12,W,,,Y,,Y,Katie,,
,2/25/2017,4:00 PM,4,F,,75%,Y,,Y,Jack,,
,2/25/2017,2:00 PM,4,F,,90%,Y,,Y,Jack,,
,2/25/2107,12:00 PM,12,W,51,100%,Y,,Y,Jack,,
,2/19/2017,6:00 PM,5,W,57,100%,Y,,Y,,Forgot to lock silver box beFore game. Need to Fix tv table- can pull open,
,2/17/2017,8:00 PM,12,F,,85%,Y,,Y,,,